Which animal is the mascot of the <B> and <A> ?,SELECT DISTINCT ?uri where { <B> dbp:mascot ?uri . <A> dbp:mascot ?uri . ?uri a dbo:Animal }
Which are the races in which <A> participated?,SELECT DISTINCT ?uri where { <A> dbo:race ?uri }
Which athletics of <B> is same as the genre of the <A> ?,SELECT DISTINCT ?uri where { <B> dbo:athletics ?uri . <A> dbo:genre ?uri }
Which awards have been given to the horse who sired <A> ?,SELECT DISTINCT ?uri where { <A> dbp:sire ?x . ?x dbo:honours ?uri }
Which baseball team is managed by <A>?,SELECT DISTINCT ?uri where { ?uri dbo:manager <A> . ?uri a dbo:BaseballTeam }
Which baseball team is owned by <A>?,SELECT DISTINCT ?uri where { ?uri dbp:owner <A> . ?uri a dbo:BaseballTeam }
Which basketball players have played in the league of <A>?,SELECT DISTINCT ?uri where { ?uri dbo:league <A> . ?uri a dbo:BasketballPlayer }
Which basketball team's coach is <A>?,SELECT DISTINCT ?uri where { ?uri dbo:coach <A> }
Which basketball team's president studied in the <A>?,SELECT DISTINCT ?uri where { ?x dbo:college <A> . ?uri dbp:president ?x . ?uri a dbo:BasketballTeam }
Which city located on <A> is also the stadium <B> ?,SELECT DISTINCT ?uri where { <B> dbp:stadium ?uri . <A> dbp:cities ?uri }
Which city's teams have been coached by <A>?,SELECT DISTINCT ?uri where { ?x dbp:coach <A> . ?x dbo:locationCity ?uri . ?x a dbo:SportsTeam }
Which club of <B> is also the home town of the <A> ?,SELECT DISTINCT ?uri where { <A> dbp:homeTown ?uri . <B> dbp:club ?uri }
Which club of <B> is also the parent organization of <A> ?,SELECT DISTINCT ?uri where { <B> dbp:team ?uri . <A> dbp:parent ?uri }
Which clubs play in the <A>?,SELECT DISTINCT ?uri where { ?x dbo:league <A> . ?x dbp:name ?uri . ?x a dbo:SoccerClub }
Which coach <B> is also the head coach  <A> ?,SELECT DISTINCT ?uri where { <A> dbp:headcoach ?uri . <B> dbo:coach ?uri }
Which coach of <B> is also the coach <A> ?,SELECT DISTINCT ?uri where { <B> dbp:coach ?uri . <A> dbp:name ?uri }
Which colored race horses have won the <A>?,SELECT DISTINCT ?uri where { ?x dbp:honours <A> . ?x dbo:colour ?uri . ?x a dbo:RaceHorse }
Which constructor's team won the <A> ?,SELECT DISTINCT ?uri where { <A> dbp:firstTeam ?uri }
Which countries were the first to play <A> and <B>?,SELECT DISTINCT ?uri where { <A> dbp:firstAired ?uri . <B> dbp:firstAired ?uri }
Which country are the players of the <A> from?,SELECT DISTINCT ?uri where { ?x dbo:club <A> . ?x dbo:nationality ?uri . ?x a dbo:Athlete }
Which country does league of <A> belongs to?,SELECT DISTINCT ?uri where { <A> dbo:league ?x . ?x dbp:country ?uri }
Which country does the current team of <A> belong to?,SELECT DISTINCT ?uri where { <A> dbp:currentTeam ?x . ?x dbo:locationCountry ?uri }
Which current <B> team member debuted in <A> ?,SELECT DISTINCT ?uri where { ?uri dbp:debutteam <A> . ?uri dbp:currentteam <B> }
Which current player of <B> was drafted by <A> ?,SELECT DISTINCT ?uri where { ?uri dbp:team <B> . ?uri dbp:draftTeam <A> }
Which current players once played for <A>?,SELECT DISTINCT ?uri where { ?uri dbo:formerTeam <A> . ?uri a dbo:AmericanFootballPlayer }
Which draft team od <B> is also the tenant of <A> center /,SELECT DISTINCT ?uri where { <B> dbo:draftTeam ?uri . <A> dbp:tenants ?uri }
Which draft team of <A> is also the prospect team of <B> ?,SELECT DISTINCT ?uri where { <B> dbp:prospectTeam ?uri . <A> dbp:draftTeam ?uri }
Which driver came first in the <A> ?,SELECT DISTINCT ?uri where { <A> dbp:firstDriver ?uri }
Which driver had the pole position in <A> ?,SELECT DISTINCT ?uri where { <A> dbo:poleDriver ?uri }
Which famous horserace has seen both <B> and the illustrious <A>?,SELECT DISTINCT ?uri where { <A> dbp:race ?uri . <B> dbp:race ?uri }
Which first driver <A> is also finished first in <B> ?,SELECT DISTINCT ?uri where { <A> dbp:firstDriver ?uri . <B> dbp:firstDriver ?uri }
Which football players currently have their contracts with <A>?,SELECT DISTINCT ?uri where { ?uri dbp:currentclub <A> }
Which football players have <A> as youthclub?,SELECT DISTINCT ?uri where { ?uri dbp:youthclubs <A> }
Which football team is in a city where <A> was a builder?,SELECT DISTINCT ?uri where { ?x dbo:builder <A> . ?uri dbp:city ?x . ?uri a dbo:AmericanFootballTeam }
Which football teams are in a city where <A> were the tenants?,SELECT DISTINCT ?uri where { ?x dbo:tenant <A> . ?uri dbo:locationCity ?x . ?uri a dbo:AmericanFootballTeam }
Which football teams is <A> proprietor to?,SELECT DISTINCT ?uri where { ?uri dbo:owner <A> }
Which footballers did their high school in <A>?,SELECT DISTINCT ?uri where { ?uri dbp:highSchool <A> . ?uri a dbo:AmericanFootballPlayer }
Which former team of <B> does the <A> played for ?,SELECT DISTINCT ?uri where { <A> dbp:playedFor ?uri . <B> dbo:formerTeam ?uri }
Which former team of the <A> is the  debut team of the <B>?,SELECT DISTINCT ?uri where { <A> dbo:formerTeam ?uri . <B> dbp:debutteam ?uri }
Which headcoach <A> was also the coach of <B> ?,SELECT DISTINCT ?uri where { <B> dbo:coach ?uri . <A> dbp:headcoach ?uri }
Which hockey team is coached by <A>?,SELECT DISTINCT ?uri where { ?uri dbp:headCoach <A> . ?uri a dbo:HockeyTeam }
Which hockey team is head coached by <A>?,SELECT DISTINCT ?uri where { ?uri dbp:headCoach <A> . ?uri a dbo:HockeyTeam }
Which hockey teams have had people playing as <A>?,SELECT DISTINCT ?uri where { ?x dbp:position <A> . ?x dbp:playedFor ?uri . ?x a dbo:IceHockeyPlayer }
Which home stadium of <A> is also the location of birth of the <B> ?,SELECT DISTINCT ?uri where { <A> dbo:homeStadium ?uri . <B> dbo:birthPlace ?uri }
Which is the common past team of the <A> and <B> ?,SELECT DISTINCT ?uri where { <A> dbp:pastteams ?uri . <B> dbp:pastteams ?uri }
Which is the common prospect team of <A> and <B> ?,SELECT DISTINCT ?uri where { <A> dbp:prospectTeam ?uri . <B> dbo:prospectTeam ?uri }
Which official residence of <A> is also the stadium <B>?,SELECT DISTINCT ?uri where { <B> dbp:stadium ?uri . <A> dbo:residence ?uri }
Which parent company of  <B> was the first team of the <A> ?,SELECT DISTINCT ?uri where { <B> dbp:parent ?uri . <A> dbp:firstTeam ?uri }
Which players have represented <A>?,SELECT DISTINCT ?uri where { ?uri dbo:team <A> . ?uri a dbo:BaseballPlayer }
Which pole driver of <A> was also the first driver of <B> ?,SELECT DISTINCT ?uri where { <B> dbp:firstDriver ?uri . <A> dbo:poleDriver ?uri }
Which prospect team of <B> is the draft team of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:draftTeam ?uri . <B> dbp:prospectTeam ?uri }
Which race is the  <B> is also the race of the <A>?,SELECT DISTINCT ?uri where { <B> dbp:race ?uri . <A> dbo:race ?uri }
Which races has the horse bred by <A> participated in?,SELECT DISTINCT ?uri where { ?x dbo:breeder <A> . ?x dbp:race ?uri . ?x a dbo:Horse }
Which relative of <A> is a famous <B>?,SELECT DISTINCT ?uri where { ?uri dbp:relatives <A> . ?uri a <B> }
Which route start of <A> is the home stadium of <B>,SELECT DISTINCT ?uri where { <A> dbo:routeStart ?uri . <B> dbo:homeStadium ?uri }
Which school of <A> attend which was also the training center of <B> ?,SELECT DISTINCT ?uri where { <A> dbo:education ?uri . <B> dbo:training ?uri }
Which school teams are there in schools of <A>?,SELECT DISTINCT ?uri where { ?x dbp:city <A> . ?x dbp:teamName ?uri . ?x a dbo:School }
Which soccer clubs are in the <A>?,SELECT DISTINCT ?uri where { ?x dbo:season <A> . ?x dbp:name ?uri . ?x a dbo:SoccerClub }
Which soccer players are currently playing for <A>?,SELECT DISTINCT ?uri where { ?uri dbp:currentclub <A> . ?uri a dbo:SoccerPlayer }
Which sport at <A> is the field of <B> ?,SELECT DISTINCT ?uri where { <B> dbo:field ?uri . <A> dbo:sport ?uri }
Which sports by <A> is the discipline of <B> ?,SELECT DISTINCT ?uri where { <B> dbp:discipline ?uri . <A> dbo:sport ?uri }
Which stadium is owned by the team whose manager is <A>?,SELECT DISTINCT ?uri where { ?x dbp:manager <A> . ?x dbp:stadium ?uri }
Which stadium's operator works in the <A>?,SELECT DISTINCT ?uri where { ?x dbo:occupation <A> . ?uri dbo:operator ?x }
Which team did <A> and <B> play for?,SELECT DISTINCT ?uri where { <A> dbp:playedFor ?uri . <B> dbp:playedFor ?uri }
Which team did <A> is also the prospect team of <B> ?,SELECT DISTINCT ?uri where { <B> dbp:prospectTeam ?uri . <A> dbp:playedFor ?uri }
Which team did <B> <A> play for?,SELECT DISTINCT ?uri where { <B> dbo:team ?uri . <A> dbo:team ?uri }
Which team did <B> and <A> play for?,SELECT DISTINCT ?uri where { <B> dbo:debutTeam ?uri . <A> dbo:team ?uri }
Which team has had both <A> and <B> as its players ?,SELECT DISTINCT ?uri where { <A> dbo:formerTeam ?uri . <B> dbo:formerTeam ?uri }
Which team of <A> is also the debutant team of <B> ?,SELECT DISTINCT ?uri where { <B> dbo:debutTeam ?uri . <A> dbo:team ?uri }
Which team won the <A>?,SELECT DISTINCT ?uri where { <A> dbp:champion ?uri }
Which team's players have played in the <A>?,SELECT DISTINCT ?uri where { ?x dbp:league <A> . ?x dbo:team ?uri . ?x a dbo:Athlete }
Which teams have used the stadium whose architect was <A> ?,SELECT DISTINCT ?uri where { ?x dbo:architect <A> . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Which teams participate in the football seasons headed by <A>?,SELECT DISTINCT ?uri where { ?x dbo:chairman <A> . ?x dbp:name ?uri . ?x a dbo:SportsSeason }
Which tema did <A> played for which is also the drafty team of <B> ?,SELECT DISTINCT ?uri where { <B> dbo:draftTeam ?uri . <A> dbp:playedFor ?uri }
Which tenants of the <A> center is also th draft team of <B>,SELECT DISTINCT ?uri where { <A> dbp:tenants ?uri . <B> dbp:draftTeam ?uri }
Which tennis players live in <A>?,SELECT DISTINCT ?uri where { ?uri dbo:residence <A> . ?uri a dbo:TennisPlayer }
Which university has a sports team member called <B> and also owns <A> ?,SELECT DISTINCT ?uri where { <B> dbo:team ?uri . <A> dbp:parent ?uri }
Which video game composed by <A> can be played on <B> ?,SELECT DISTINCT ?uri where { ?uri dbo:computingPlatform <B> . ?uri dbp:composer <A> . ?uri a dbo:VideoGame }
Whihc alma mater of <A> is also the training center of <B> ?,SELECT DISTINCT ?uri where { <B> dbo:training ?uri . <A> dbo:almaMater ?uri }
Who  won the <B> and the <A>?,SELECT DISTINCT ?uri where { ?uri dbp:prizes <B> . ?uri dbp:prizes <A> }
Who all are known to play the <A>?,SELECT DISTINCT ?uri where { ?uri dbp:notableInstruments <A> }
who all have been a manager of <A> twenty one football team?,SELECT DISTINCT ?uri where { ?uri dbp:managerclubs <A> }
Who all have rented the stadium whose architect is <A>?,SELECT DISTINCT ?uri where { ?x dbp:architect <A> . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
who all play for of the american football players at  <A> position?,SELECT DISTINCT ?uri where { ?x dbp:position <A> . ?x dbo:team ?uri . ?x a dbo:AmericanFootballPlayer }
Who all play for the <A> football team?,SELECT DISTINCT ?uri where { ?uri dbp:nationalteam <A> }
Who all play for the teams performing in the <A>?,SELECT DISTINCT ?uri where { ?x dbp:arena <A> . ?uri dbp:team ?x }
who are all the people who have managed the <A> soccer team?,SELECT DISTINCT ?uri where { ?uri dbo:managerClub <A> }
Who are all the people who used to figure skate with the current partner of <A>?,SELECT DISTINCT ?uri where { <A> dbo:currentPartner ?x . ?x dbo:formerPartner ?uri }
Who are currently playing for <A>?,SELECT DISTINCT ?uri where { ?uri dbp:currentclub <A> }
What is <A>â€™s club?,SELECT DISTINCT ?uri where { ?uri dbp:club <A> }
Who are some american football players whose high school is <A>?,SELECT DISTINCT ?uri where { ?uri dbp:highSchool <A> . ?uri a dbo:AmericanFootballPlayer }
Who are some basketball players who played for <A>?,SELECT DISTINCT ?uri where { ?uri dbo:team <A> . ?uri a dbo:BasketballPlayer }
Who are the architect of the stadium whose one of the architect is <A> ?,SELECT DISTINCT ?uri where { ?x dbp:architect <A> . ?x dbp:architect ?uri }
Who are the current members of <A>?,SELECT DISTINCT ?uri where { <A> dbp:currentMembers ?uri }
Who are the former partners of the figure skaters whose performance have been choreographed by <A> in the past?,SELECT DISTINCT ?uri where { ?x dbo:formerChoreographer <A> . ?x dbo:formerPartner ?uri . ?x a dbo:FigureSkater }
Who are the golf players whose college is <A>?,SELECT DISTINCT ?uri where { ?uri dbo:college <A> . ?uri a dbo:GolfPlayer }
Who are the managers of clubs participating in the <A>?,SELECT DISTINCT ?uri where { ?x dbo:season <A> . ?uri dbo:managerClub ?x }
Who are the people who played for <A>?,SELECT DISTINCT ?uri where { ?uri dbo:team <A> }
Who are the players whose current clubs have <A> as chairman?,SELECT DISTINCT ?uri where { ?x dbp:chairman <A> . ?uri dbp:currentclub ?x . ?uri a dbo:Person }
Who are the shareholder of the soccer club for whom <A> plays?,SELECT DISTINCT ?uri where { <A> dbp:currentclub ?x . ?x dbp:owner ?uri }
Who are the tenants of the stadium where the <A> is located?,SELECT DISTINCT ?uri where { <A> dbo:location ?x . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Who are the tenants of the stadium which is a venue of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:venue ?x . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Who are the trainersof <A>?,SELECT DISTINCT ?uri where { <A> dbo:trainer ?uri }
Who built the stadium which was rented by <A>?,SELECT DISTINCT ?uri where { ?x dbp:tenants <A> . ?x dbo:builder ?uri . ?x a dbo:Stadium }
Who built the stadium which was rented for the <A> ?,SELECT DISTINCT ?uri where { ?x dbo:tenant <A> . ?x dbo:builder ?uri . ?x a dbo:Stadium }
Who built the stadiums where <A> took place?,SELECT DISTINCT ?uri where { ?x dbo:tenant <A> . ?x dbo:builder ?uri }
Who coached <A>,SELECT DISTINCT ?uri where { <A> dbo:coach ?uri }
Who coached the <B> and then again in <A> ?,SELECT DISTINCT ?uri where { <B> dbo:coach ?uri . <A> dbo:coach ?uri }
Who created the stadiums who have been rented by the <A>?,SELECT DISTINCT ?uri where { ?x dbo:tenant <A> . ?x dbp:architect ?uri . ?x a dbo:Stadium }
Who debuted their career in a team coached by <A>?,SELECT DISTINCT ?uri where { ?x dbp:coach <A> . ?uri dbo:debutTeam ?x }
Who designed the stadiums which have been rented by <A>?,SELECT DISTINCT ?uri where { ?x dbo:tenant <A> . ?x dbp:architect ?uri . ?x a dbo:Stadium }
Who did <A> play for ?,SELECT DISTINCT ?uri where { <A> dbo:team ?uri }
Who did the person whose predecessor is <A>comma play for?,SELECT DISTINCT ?uri where { ?x dbo:predecessor <A> . ?x dbp:playedFor ?uri . ?x a dbo:Person }
Who does <A> plays for ?,SELECT DISTINCT ?uri where { <A> dbp:playedFor ?uri }
Who founded the league which was won by <A>?,SELECT DISTINCT ?uri where { ?x dbp:champion <A> . ?x dbp:founded ?uri . ?x a dbo:SportsLeague }
Who has built the stadiums which were rented by <A>?,SELECT DISTINCT ?uri where { ?x dbo:tenant <A> . ?x dbo:builder ?uri . ?x a dbo:Stadium }
Who has had been the tenant of the stadium built by <A> firm?,SELECT DISTINCT ?uri where { ?x dbo:builder <A> . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Who has rented the stadiums owned by <A>?,SELECT DISTINCT ?uri where { ?x dbp:owner <A> . ?x dbp:tenants ?uri . ?x a dbo:Stadium }
Who have been the manager of national team of <A>?,SELECT DISTINCT ?uri where { ?uri dbp:nationalteam <A> . ?uri a dbo:SoccerManager }
Who have rented the stadium operated by <A>?,SELECT DISTINCT ?uri where { ?x dbp:operator <A> . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Who is owner of the club which owns the <A>?,SELECT DISTINCT ?uri where { <A> dbp:owner ?x . ?x dbp:owner ?uri }
Who is the builder of the Stadium of <A>?,SELECT DISTINCT ?uri where { <A> dbo:stadium ?x . ?x dbo:builder ?uri . ?x a dbo:Stadium }
Who is the coach of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:coach ?uri }
Who is the common manager of <B> and also the manager of <A>,SELECT DISTINCT ?uri where { <B> dbp:name ?uri . <A> dbo:manager ?uri }
Who is the former partner of the figure skater which was the former partner of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:formerPartner ?x . ?x dbo:formerPartner ?uri . ?x a dbo:FigureSkater }
Who is the former partner of the pupil of <A>?,SELECT DISTINCT ?uri where { ?x dbp:coach <A> . ?x dbo:formerPartner ?uri }
Who is the head coach of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:manager ?uri }
Who is the head coach of the teams in <A>?,SELECT DISTINCT ?uri where { ?x dbp:club <A> . ?x dbo:manager ?uri }
Who is the headcoach of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:headcoach ?uri }
Who is the headcoach of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:headcoach ?uri }
Who is the headcoach of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:headcoach ?uri }
Who is the manager of the club whose homeground is the <A>?,SELECT DISTINCT ?uri where { ?x dbp:ground <A> . ?uri dbo:managerClub ?x . ?uri a dbo:SportsManager }
Who is the meaning of the name <B> which was also one of the subject of play <A> ?,SELECT DISTINCT ?uri where { <B> dbp:meaning ?uri . <A> dbp:subject ?uri }
Who is the owner of the FC which owns the <A>?,SELECT DISTINCT ?uri where { <A> dbp:owner ?x . ?x dbp:owner ?uri . ?x a dbo:SoccerClub }
Who is the player who plays for the team that has the <A>?,SELECT DISTINCT ?uri where { ?x dbp:stadium <A> . ?uri dbp:currentteam ?x . ?uri a dbo:Athlete }
Who is the Pole driver of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:poleDriver ?uri }
Who is the Pole driver of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:poleDriver ?uri }
Who is the tenant of the home stadium of <A>?,SELECT DISTINCT ?uri where { <A> dbp:arena ?x . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Who owns the horses which have won the <A> award?,SELECT DISTINCT ?uri where { ?x dbp:awards <A> . ?x dbo:owner ?uri . ?x a dbo:Horse }
Who rented the stadium where the <A> take place?,SELECT DISTINCT ?uri where { <A> dbp:venue ?x . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
Who trained the wrestlers who are billed in <A>?,SELECT DISTINCT ?uri where { ?x dbo:billed <A> . ?x dbo:trainer ?uri . ?x a dbo:Wrestler }
Who used to skate with the pupils of <A>?,SELECT DISTINCT ?uri where { ?x dbp:coach <A> . ?x dbo:formerPartner ?uri . ?x a dbo:FigureSkater }
Who was in military unit which played the role of <A>?,SELECT DISTINCT ?uri where { ?x dbp:role <A> . ?uri dbo:militaryUnit ?x }
Who was in youth clubs of <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbp:youthclubs <A> . ?uri dbp:youthclubs <B> }
Who was on the first team in the GPs that were held at <A>?,SELECT DISTINCT ?uri where { ?x dbp:location <A> . ?x dbp:firstTeam ?uri . ?x a dbo:GrandPrix }
Who was the architect of the stadium currently run by <A>,SELECT DISTINCT ?uri where { ?x dbo:operator <A> . ?x dbp:architect ?uri . ?x a dbo:Stadium }
Who was the architect of the stadium currently run by the <A>?,SELECT DISTINCT ?uri where { ?x dbp:operator <A> . ?x dbp:architect ?uri . ?x a dbo:Stadium }
Who was the bronze medalist of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:bronzeMedalist ?uri }
Who was the coach <A>?,SELECT DISTINCT ?uri where { <A> dbo:coach ?uri }
Who was the coach of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:coach ?uri }
Who was the First Driver of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:firstDriver ?uri }
Who was the head coach of <A> and also the coach of <B> ?,SELECT DISTINCT ?uri where { <A> dbo:manager ?uri . <B> dbp:coach ?uri }
Who was the president under which a tennis player held office before <A>?,SELECT DISTINCT ?uri where { ?x dbp:predecessor <A> . ?x dbp:president ?uri . ?x a dbo:TennisPlayer }
Who was the silver medalist of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:silverMedalist ?uri }
Who were in the youth clubs that were in season of <A>?,SELECT DISTINCT ?uri where { ?x dbo:season <A> . ?uri dbp:youthclubs ?x }
Who were the american football players who played for <A>?,SELECT DISTINCT ?uri where { ?uri dbo:team <A> . ?uri a dbo:AmericanFootballPlayer }
Who were the first drivers in Grand Prixes where the first team was <A>?,SELECT DISTINCT ?uri where { ?x dbp:firstTeam <A> . ?x dbo:firstDriver ?uri . ?x a dbo:GrandPrix }
Who were the first drivers in the grand prix which took place at <A>?,SELECT DISTINCT ?uri where { ?x dbo:location <A> . ?x dbo:firstDriver ?uri }
Who were the pole drivers in GP when <A> was a first driver?,SELECT DISTINCT ?uri where { ?x dbo:firstDriver <A> . ?x dbo:poleDriver ?uri . ?x a dbo:GrandPrix }
Who won a <A>?,SELECT DISTINCT ?uri where { ?uri dbp:prizes <A> }
Who won the <A>?,SELECT DISTINCT ?uri where { <A> dbp:incumbent ?uri }
Who won the silver medal when the bronze was won by <A>?,SELECT DISTINCT ?uri where { ?x dbo:bronzeMedalist <A> . ?x dbo:silverMedalist ?uri }
Whose band members are known to play a <A>?,SELECT DISTINCT ?uri where { ?x dbp:notableInstruments <A> . ?uri dbp:currentMembers ?x }
Whose former teams are <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbo:formerTeam <A> . ?uri dbo:formerTeam <B> }
Whose youth clubs used to participate in <A>?,SELECT DISTINCT ?uri where { ?x dbp:league <A> . ?uri dbp:youthclubs ?x }
<A> has created how many comics character ?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:creators <A> . ?uri a dbo:ComicsCharacter }
<B> is a work of <A>?,ASK where { <B> dbo:previousWork <A> }
By what style was <A> made?,SELECT DISTINCT ?uri where { <A> dbp:style ?uri }
Count the number of judges who've come on <A> shows.,SELECT DISTINCT COUNT(?uri) where { ?x dbo:network <A> . ?x dbp:judges ?uri }
Did <A> create <B>?,ASK where { <B> dbp:creators <A> }
Did <B> create <A>?,ASK where { <A> dbp:creators <B> }
Did <B> create the <A>?,ASK where { <A> dbp:creators <B> }
Did <B> design <A>?,ASK where { <A> dbo:designCompany <B> }
Did <B> originate in <A>?,ASK where { <B> dbp:stylisticOrigins <A> }
Did <B> originate in <A>?,ASK where { <B> dbo:stylisticOrigin <A> }
Does <B> belong to the genre <A>?,ASK where { <B> dbo:literaryGenre <A> }
Does <B> follow the architectural style of <A>?,ASK where { <B> dbp:architecture <A> }
Does the stylistic origins of <A> lie in the <B>?,ASK where { <A> dbp:stylisticOrigins <B> }
Give me a count of everything owned by the network whose sister name is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:sisterNames <A> . ?uri dbp:network ?x }
Give me everything owned by networks which is lead by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:keyPerson <A> . ?uri dbo:network ?x }
Give me the total number of architect of the buildings whose one of the  architect was <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:architect <A> . ?x dbp:architect ?uri }
How many architects are there who have made something used by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:tenant <A> . ?x dbp:architect ?uri }
How many important things has the painter <A> done?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:creator ?x . ?x dbo:notableWork ?uri }
How many important works have been done by <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbo:notableWork ?uri }
How many items belong to the <A> genre?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:genre <A> }
How many other architect are there of the historic places whose architect is also <A> ?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:architect <A> . ?x dbo:architect ?uri }
How many people have parterned with the person choroegraphed by <A> in the past?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:formerChoreographer <A> . ?x dbo:formerPartner ?uri . ?uri a dbo:Person }
How many things are aired on <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:network <A> }
In how many different places can I fnd <A> buildings?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:architecturalStyle <A> . ?x dbp:address ?uri }
In how many languages did <A> sing?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:artist <A> . ?x dbp:language ?uri }
In which city are buildings by <A> found?,SELECT DISTINCT ?uri where { ?x dbo:architect <A> . ?x dbp:locationTown ?uri . ?x a dbo:Building }
Is <A> in <B>?,ASK where { <A> dbp:museum <B> }
Is <A> inspired from <B>?,ASK where { <A> dbo:stylisticOrigin <B> }
Is <A> the illustration by of <B>?,ASK where { <B> dbp:illustrator <A> }
Is <A> the museum of <B>?,ASK where { <B> dbp:museum <A> }
Is <A> the painter of <B>?,ASK where { <B> dbo:illustrator <A> }
Is <A> the previous work of <B>?,ASK where { <B> dbo:previousWork <A> }
Is <B> a kind of <A>?,ASK where { <B> dbp:design <A> }
Is <B> in the <A>?,ASK where { <B> dbp:museum <A> }
Is the <A> has the <B> architecture?,ASK where { <A> dbo:architecturalStyle <B> }
Is the <B> made in <A> style of architecture?,ASK where { <B> dbp:style <A> }
Is the <B> made in the <A> architectural style?,ASK where { <B> dbp:architecture <A> }
Is the <B> of the <A> style?,ASK where { <B> dbo:architecturalStyle <A> }
List the architect of the buildings whose one of the  architect is <A>?,SELECT DISTINCT ?uri where { ?x dbp:architect <A> . ?x dbp:architect ?uri . ?x a dbo:Building }
List the notable work of <A>?,SELECT DISTINCT ?uri where { <A> dbo:notableWork ?uri }
List the significant building of the architect who also designed  <A>?,SELECT DISTINCT ?uri where { ?x dbo:significantBuilding <A> . ?x dbo:significantBuilding ?uri . ?x a dbo:Architect }
List the significant buildings of the arch. whose one of the important work is <A> ?,SELECT DISTINCT ?uri where { ?x dbo:significantBuilding <A> . ?x dbo:significantBuilding ?uri . ?x a dbo:Architect }
List the work  edited by  <A> and directed by <B>?,SELECT DISTINCT ?uri where { ?uri dbp:editing <A> . ?uri dbo:director <B> . ?uri a dbo:Work }
Name the architect of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:architect ?uri }
Name the common architecture of the <B> and <A> ?,SELECT DISTINCT ?uri where { <B> dbo:architecturalStyle ?uri . <A> dbo:architecturalStyle ?uri }
Name the fictional character painted by <B> and portrayed in <A> ?,SELECT DISTINCT ?uri where { ?uri dbo:creator <B> . ?uri dbo:portrayer <A> . ?uri a dbo:FictionalCharacter }
Name the fictional character who was in <A> and portrayer is <B>?,SELECT DISTINCT ?uri where { ?uri dbo:series <A> . ?uri dbo:portrayer <B> . ?uri a dbo:FictionalCharacter }
Was <A> animated by <B>?,ASK where { <A> dbo:animator <B> }
Was <A> covered by <B>?,ASK where { <A> dbp:coverArtist <B> }
Was <A> famous for playing the <B>?,ASK where { <A> dbp:notableInstruments <B> }
Was <B> illustrated by <A>?,ASK where { <B> dbp:illustrator <A> }
Was <B> released before <A>?,ASK where { <B> dbo:previousWork <A> }
was the <A> architectured by <B>?,ASK where { <A> dbo:architecturalStyle <B> }
Was the <A> drawn <B>?,ASK where { <A> dbp:illustrator <B> }
Was the cover of <A> designed by <B>?,ASK where { <A> dbo:coverArtist <B> }
What all has been created by <A>?,SELECT DISTINCT ?uri where { ?uri dbp:creators <A> }
What are some important works of <A> citizens?,SELECT DISTINCT ?uri where { ?x dbp:nationality <A> . ?x dbo:notableWork ?uri }
What are the important buildings of the architect whose one of the significant building is <A>?,SELECT DISTINCT ?uri where { ?x dbo:significantBuilding <A> . ?x dbo:significantBuilding ?uri . ?x a dbo:Architect }
What is common between genre of <A> and purpose of <B>,SELECT DISTINCT ?uri where { <A> dbp:genre ?uri . <B> dbp:purpose ?uri }
What is the architecture of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:architecturalStyle ?uri }
